date,"log_change, 1D","pct_change, 1D","diff_change, 1D","classical, 11D","ewm, 11D","parkinson, 11D","garman-klass, 11D","rogers-satchell, 11D","yang-zhang, 11D","classical, 21D","ewm, 21D","parkinson, 21D","garman-klass, 21D","rogers-satchell, 21D","yang-zhang, 21D","classical, 63D","ewm, 63D","parkinson, 63D","garman-klass, 63D","rogers-satchell, 63D","yang-zhang, 63D","classical, 126D","ewm, 126D","parkinson, 126D","garman-klass, 126D","rogers-satchell, 126D","yang-zhang, 126D","classical, 252D","ewm, 252D","parkinson, 252D","garman-klass, 252D","rogers-satchell, 252D","yang-zhang, 252D"
2024-07-03 16:00:00-04:00,-0.012856516,-0.012774224,-2.120010376,0.207993396,0.219874347,0.179417978,0.185661642,0.187593598,0.198482138,0.204721445,0.214259874,0.182812659,0.186079763,0.183595524,0.191348135,0.229819122,0.207488019,0.201670353,0.197805518,0.195889307,0.210499913,0.191415543,0.200394125,0.183751497,0.184511977,0.183961452,0.196133822,0.185899878,0.196675129,0.176089164,0.179666811,0.1824189,0.197531508
2024-07-05 16:00:00-04:00,0.02059938,0.020813011,3.410003662,0.230148573,0.257837251,0.183046359,0.185725048,0.186257959,0.200123591,0.212461088,0.230799465,0.184455122,0.187252637,0.185070611,0.193768971,0.206680728,0.212494597,0.190505002,0.193961462,0.195646354,0.206575369,0.19348266,0.202965828,0.184444133,0.184984364,0.184369351,0.196660438,0.186048371,0.197968737,0.176016631,0.179662541,0.182489936,0.197613098
2024-07-08 16:00:00-04:00,-0.004374251,-0.004364698,-0.729995728,0.227549985,0.236227883,0.180634229,0.183162799,0.183749709,0.198665007,0.202034658,0.22089023,0.179901128,0.184045981,0.182738135,0.190844361,0.205330047,0.209530073,0.189241082,0.192800565,0.194655174,0.20576849,0.193429411,0.201577604,0.184136151,0.184665407,0.184087811,0.196500949,0.186088868,0.197303071,0.175995438,0.179636756,0.18246909,0.197647914
2024-07-09 16:00:00-04:00,0.009146124,0.009188078,1.529998779,0.231003874,0.225858892,0.183006041,0.189774922,0.194053539,0.206304218,0.193560145,0.215536604,0.176812654,0.18370281,0.18478318,0.191438691,0.206162505,0.207787444,0.189411311,0.192929342,0.194962679,0.205876655,0.193751684,0.20076053,0.184646864,0.185344506,0.185037899,0.197296597,0.185755114,0.196904073,0.176201099,0.180032684,0.183025104,0.198052502
2024-07-10 16:00:00-04:00,0.00053539,0.000535533,0.089996338,0.217740638,0.206195549,0.181818948,0.189843316,0.195666357,0.206027359,0.192669685,0.205510759,0.176422771,0.183046369,0.184663743,0.19158322,0.206125099,0.204515947,0.188832107,0.192096037,0.193650741,0.204981516,0.19362971,0.199173657,0.18435743,0.184954215,0.184634146,0.197053417,0.185559948,0.196124256,0.176170203,0.180022487,0.183072174,0.198114952
2024-07-11 16:00:00-04:00,0.010471945,0.010526967,1.770004272,0.220009725,0.198736791,0.183010374,0.18819131,0.19181995,0.204207806,0.195088903,0.201675293,0.17628387,0.181247908,0.181839335,0.190063796,0.206750637,0.203270462,0.189129987,0.19172214,0.193046924,0.204036904,0.194020493,0.19860753,0.18446035,0.184738937,0.184287174,0.196987944,0.185669474,0.195851127,0.176249319,0.180060106,0.183091015,0.198153741
2024-07-12 16:00:00-04:00,0.002175227,0.002177595,0.369995117,0.219958562,0.181428602,0.181596115,0.186784338,0.189832476,0.203610018,0.18608634,0.192344605,0.173059181,0.17979237,0.181441224,0.189237353,0.205933942,0.200115068,0.188904643,0.191798404,0.193299582,0.204246004,0.192814027,0.197063643,0.183910999,0.184507132,0.184241701,0.196835928,0.185593097,0.195088315,0.176172264,0.179992319,0.183027326,0.198119129
2024-07-15 16:00:00-04:00,-0.004119349,-0.004110876,-0.7,0.211628843,0.16991803,0.177004367,0.184340717,0.188237509,0.201031538,0.18318273,0.185155786,0.171326957,0.178618285,0.180917067,0.188352837,0.200893758,0.197425937,0.187188173,0.190058369,0.190832668,0.2010862,0.192654989,0.195732821,0.184208985,0.184878918,0.184666106,0.197093465,0.185666946,0.194431619,0.176371709,0.180259938,0.183317448,0.198294796
2024-07-16 16:00:00-04:00,0.006938902,0.006963031,1.169998169,0.201037855,0.159527244,0.176348811,0.185092422,0.189523012,0.199954437,0.18425367,0.178867284,0.17264857,0.180357381,0.182648538,0.190132002,0.201067772,0.195133695,0.18661372,0.190464854,0.191674985,0.199672862,0.192873549,0.194604343,0.184578194,0.185372067,0.18519032,0.197526396,0.184986315,0.193869849,0.176264356,0.180196638,0.183302458,0.198118107
2024-07-17 16:00:00-04:00,0.035246237,0.035874748,6.070007324,0.25963019,0.252846995,0.191269807,0.179519845,0.173007896,0.195129073,0.216199304,0.232840775,0.183926046,0.183492954,0.182299384,0.193998251,0.212349204,0.214759003,0.191191969,0.192241899,0.191930394,0.201389208,0.198833695,0.204934415,0.186985639,0.186407005,0.185566335,0.198594059,0.187865595,0.19916972,0.177437658,0.180652907,0.183430183,0.198587133
2024-07-18 16:00:00-04:00,-0.023845735,-0.023563672,-4.130004883,0.252948696,0.3017791,0.208132317,0.201421764,0.197677652,0.210550349,0.233618027,0.258395226,0.193707979,0.193275342,0.19262131,0.204735254,0.217385572,0.223120973,0.195271286,0.196407747,0.196177361,0.204788317,0.201823859,0.209278682,0.189095222,0.188590537,0.187772389,0.200759229,0.189155823,0.201416498,0.178076577,0.181314877,0.184055726,0.199233673
2024-07-19 16:00:00-04:00,0.006871324,0.006894986,1.180007935,0.237722865,0.276964736,0.20338037,0.197401297,0.194771056,0.21801794,0.232394537,0.247483008,0.19255266,0.19128189,0.190348698,0.208813317,0.217700525,0.220212731,0.194913745,0.195687577,0.194599116,0.205469191,0.201765048,0.207978005,0.189026243,0.188726317,0.18804994,0.201713868,0.189116727,0.200807671,0.178245822,0.181491375,0.184252511,0.199865018
2024-07-22 16:00:00-04:00,0.007458152,0.007486033,1.289993286,0.224529396,0.254320381,0.198306551,0.195379783,0.193144382,0.215853046,0.233231538,0.237188835,0.192362108,0.191353372,0.190414923,0.209395619,0.217224878,0.217445543,0.194303494,0.19511215,0.19362761,0.204845166,0.201650215,0.206749208,0.189132626,0.1889243,0.188121223,0.201836725,0.186620682,0.200236216,0.177605925,0.181223495,0.184161752,0.199508879
2024-07-23 16:00:00-04:00,-0.002653172,-0.002649656,-0.460006714,0.223014656,0.23555727,0.197284186,0.193918006,0.192355758,0.213860801,0.230199373,0.227574224,0.189293884,0.189285156,0.189221148,0.207688623,0.21671298,0.214316569,0.193775542,0.194385314,0.192872275,0.203762675,0.201649255,0.205240132,0.189141012,0.189001805,0.188249738,0.201906362,0.186389785,0.19950223,0.177468428,0.181159386,0.184167518,0.199486491
2024-07-24 16:00:00-04:00,0.017518268,0.017672613,3.060012817,0.230981585,0.233868022,0.196264247,0.186427358,0.179722286,0.205725778,0.233174102,0.228373908,0.191431935,0.189704277,0.188866574,0.207836646,0.218584844,0.215742539,0.194796153,0.194744756,0.192887705,0.20399305,0.202353105,0.206269125,0.18913739,0.189080255,0.18834193,0.20174675,0.187066531,0.200108572,0.177786846,0.181275997,0.184127372,0.19949454
2024-07-25 16:00:00-04:00,0.033263803,0.033823229,5.959991455,0.265131569,0.275621779,0.299655115,0.314085284,0.307331107,0.312253649,0.252687727,0.257996526,0.251420032,0.263174674,0.260851883,0.268536172,0.226833006,0.229737299,0.216547912,0.221532984,0.219349086,0.226504548,0.205490873,0.214320831,0.199985591,0.203264052,0.202543917,0.213508545,0.189451053,0.204464085,0.184039636,0.188914086,0.191504107,0.205565641
2024-07-26 16:00:00-04:00,0.016280029,0.016413271,2.990005493,0.267875265,0.254749326,0.304368449,0.321885721,0.315782778,0.318169748,0.256455091,0.250323893,0.255646854,0.268236298,0.26540749,0.272922443,0.228563035,0.229233744,0.217102037,0.222001148,0.219749908,0.227270843,0.20653168,0.214593419,0.200903998,0.204442168,0.203664377,0.214605368,0.190053026,0.204766027,0.184534123,0.189505115,0.192050347,0.206112479
2024-07-29 16:00:00-04:00,-0.01754336,-0.017390371,-3.220001221,0.295116407,0.292024954,0.315440793,0.334658034,0.328274793,0.333005222,0.260980545,0.265373167,0.25925149,0.273423354,0.270542595,0.278229367,0.209913986,0.232882099,0.207899391,0.216543944,0.215881051,0.221749079,0.208060763,0.21636494,0.202206409,0.206019898,0.205211571,0.216153529,0.185134906,0.205670037,0.183321217,0.188641949,0.191071109,0.204447259
2024-07-30 16:00:00-04:00,0.026254471,0.026602156,4.839996338,0.302326201,0.294249385,0.321366331,0.338884052,0.33110141,0.336913164,0.26981692,0.271830063,0.26337248,0.277024553,0.27348646,0.282098776,0.214528462,0.238542922,0.209326676,0.217902665,0.216903096,0.223424639,0.211033378,0.220160742,0.202943934,0.206727186,0.205794481,0.216740039,0.186448161,0.207891573,0.183623559,0.188784864,0.191123026,0.204646314
2024-07-31 16:00:00-04:00,-0.007847347,-0.007816637,-1.459991455,0.313696892,0.289431878,0.324446165,0.34266323,0.334897018,0.341699983,0.270430975,0.268246106,0.262037472,0.275218564,0.270678789,0.279869561,0.215310713,0.236817936,0.209475722,0.218237162,0.2171135,0.223636809,0.21129787,0.219289636,0.203595136,0.207584938,0.206617417,0.217455243,0.186418236,0.207470722,0.183725191,0.188920833,0.191068387,0.204592665
2024-08-01 16:00:00-04:00,0.023412526,0.02368875,4.38999939,0.292449112,0.283995966,0.313986123,0.342209036,0.338252873,0.344263722,0.253654863,0.268990945,0.263126183,0.277900893,0.273691525,0.280971112,0.2188083,0.239967726,0.210328101,0.219016747,0.217621518,0.225364476,0.213554553,0.221731569,0.20423258,0.208379327,0.207387799,0.218720462,0.187585894,0.208993861,0.183806591,0.189020364,0.191164504,0.205038719
2024-08-02 16:00:00-04:00,-0.002216431,-0.002213976,-0.420013428,0.249807055,0.269128816,0.318653019,0.35177878,0.347281513,0.347597155,0.245820552,0.26023775,0.271750647,0.290034581,0.286082435,0.291277279,0.218385535,0.236736074,0.213082311,0.222648806,0.22022086,0.227794364,0.212071783,0.220150726,0.20531532,0.210717237,0.209913425,0.220513568,0.18756043,0.208229354,0.185042098,0.190677988,0.192720273,0.206345207
